doc_id,doc_date,doc_source,doc_title
674185,2019-01-09,Politico Magazine,What’s Worse Than Brexit? This.
674189,2019-01-09,PowerLine,"Erdogan snubs Bolton, then denounces him on TV"
674449,2019-01-09,Politico Magazine,Why Horse-Race Political Journalism Is Awesome
674450,2019-01-09,Politico Magazine,Stop Freaking Out About Trump’s State of Emergency Threats
674542,2019-01-09,PowerLine,Mid-Week in Pictures: It’s the Chuck & Nancy Show!
674624,2019-01-09,PowerLine,Going Broke In the Heart of the Beast
674716,2019-01-09,PowerLine,Trump Throws a “Tantrum”
674804,2019-01-10,PowerLine,The horror!  Trump “downgrades’ the EU ambassador
675301,2019-01-10,PowerLine,My eye on “Black Eye”
675426,2019-01-10,PowerLine,"Kushner and Graham are on the case, what could go wrong?"
675427,2019-01-10,PowerLine,Pompeo’s thankless visit to the Middle East
675428,2019-01-10,PowerLine,Desperately Spinning Speeches
675429,2019-01-10,PowerLine,California’s Ongoing Suicide Attempt
675506,2019-01-10,PowerLine,"Marijuana, mental illness, and crime"
676250,2019-01-11,Politico Magazine,The Only Impeachment Guide You’ll Ever Need
676251,2019-01-11,Politico Magazine,Pompeo’s Speech vs. Trump’s View of the World
676313,2019-01-11,PowerLine,The great undoing continues
676314,2019-01-11,PowerLine,Acosta accosts himself
676315,2019-01-11,PowerLine,Thoughts from the ammo line
676381,2019-01-11,PowerLine,More Mueller madness
676575,2019-01-11,PowerLine,The Shutdown as Opportunity to Shrink Government
676576,2019-01-11,PowerLine,A Warning from Robert P. George: Dems Will Turn On Israel
676763,2019-01-11,PowerLine,Alex Acosta preserves Chai Feldblum’s aggressive LGBT agenda
676897,2019-01-11,PowerLine,It Was Thirty Years Ago Today…
677021,2019-01-11,PowerLine,Report: FBI opened inquiry into whether Trump was working for the Russians
677022,2019-01-11,PowerLine,Now both sides have an argument for recusal by Barr
677023,2019-01-11,PowerLine,Week-End Thoughts
677159,2019-01-12,PowerLine,The Week in Pictures: Government Shutdown Edition
677181,2019-01-12,PowerLine,Are you now or have you ever been?
677182,2019-01-12,PowerLine,More Mueller madness
677267,2019-01-12,PowerLine,Acosta strikes again
677399,2019-01-12,Politico Magazine,Week 86: FBI’s Blockbuster Probe of Trump’s Loyalty Revealed
677400,2019-01-12,Politico Magazine,An Idea for Electoral College Reform That Both Parties Might Actually Like
677401,2019-01-12,Politico Magazine,What History Can Teach Democrats About Impeachment
677634,2019-01-12,PowerLine,Two obscure Dems enter presidential race
677635,2019-01-12,PowerLine,Tweeting Into the Void?
677656,2019-01-13,PowerLine,Ocasio-Cortez whines about criticism by Daily Caller
677657,2019-01-13,PowerLine,“Armed and Ready”
677766,2019-01-13,PowerLine,Preview this
677959,2019-01-13,Politico Magazine,"Welcome to 2020, Julián Castro! Here’s How To Win by Losing."
677960,2019-01-13,Politico Magazine,Why Do We Blame Women For Prohibition?
677961,2019-01-13,Politico Magazine,Trump's Risking Financial Disaster for America
678083,2019-01-13,PowerLine,More Mueller madness
678084,2019-01-13,PowerLine,Loose Ends (62)
678085,2019-01-13,PowerLine,What we have learned so far (6) [With Comment by John]
678283,2019-01-13,PowerLine,We the Press
678437,2019-01-14,PowerLine,Let’s give Bernie Sanders his due
678608,2019-01-14,PowerLine,Campenni’s eye on “Black Eye”
678848,2019-01-14,Politico Magazine,It’s Already Collusion
678881,2019-01-14,PowerLine,Welcome to the Class Struggle Primaries
679089,2019-01-14,PowerLine,Most Colossal Green Weenie of All Time: The Green New Deal
679121,2019-01-14,Politico Magazine,This Is What Happens When Trump Makes Foreign Policy by Tweet
679140,2019-01-14,PowerLine,Supreme Court can’t decide whether to decide key LGBT cases
679377,2019-01-14,PowerLine,Gillette Gets Woke [Updated]
679391,2019-01-14,Politico Magazine,"Stop Complaining About Trump’s Emergency Powers, Congress"
679426,2019-01-15,PowerLine,The internal resistance to Trump
679427,2019-01-15,PowerLine,Trump Triggers the Liberal Food Scolds
679800,2019-01-15,PowerLine,It happened in January 2017
679803,2019-01-15,PowerLine,Are you sure Alger done it this way?
679810,2019-01-15,Politico Magazine,The Trouble With the ‘Green New Deal’
680157,2019-01-15,PowerLine,What demand does Kirsten Gillibrand supply?
680251,2019-01-15,Politico Magazine,John Bolton Is Threatening Iran. Good.
680252,2019-01-15,Politico Magazine,Obstruction Is Collusion
680364,2019-01-15,PowerLine,“Restorative justice” in action
680452,2019-01-15,PowerLine,Is Gillibrand the Democrats’ Best Faux-Moderate Woman?
680453,2019-01-15,PowerLine,Trump Hatred–Or Is It America Hatred?–German Style
680603,2019-01-16,PowerLine,Talk show host calls out black commentator for his “white privilege”
680951,2019-01-16,PowerLine,Silence of the Dems
681120,2019-01-16,PowerLine,Notes on Gillibrand
681121,2019-01-16,PowerLine,Gillette’s Razor—and Occam’s
681324,2019-01-16,PowerLine,Don’t ask — that’s an order
681325,2019-01-16,PowerLine,About That Post Poll . . .
681408,2019-01-16,Politico Magazine,Nancy Pelosi Might Have Just Blown Up the State of the Union. And That’s OK.
681409,2019-01-16,Politico Magazine,Will the Real Bill Barr Please Stand Up?
681410,2019-01-16,Politico Magazine,What Happens if Ruth Bader Ginsburg Remains Too Sick to Work?
681501,2019-01-16,PowerLine,Trump’s pivot to Asia
681546,2019-01-16,PowerLine,Global Temperatures: What Is Really Happening?
681547,2019-01-16,PowerLine,Gillette Follow-Up: Why Did They Do It?
681757,2019-01-17,PowerLine,Four Americans killed in Syria; ISIS claims responsibility
681947,2019-01-17,Politico Magazine,One Solution to the Shutdown? Give More Power to the States.
681949,2019-01-17,PowerLine,Rudy Giuliani: “I never said…”
681950,2019-01-17,PowerLine,Whitehouse walks down memory lane
682296,2019-01-17,PowerLine,Walls Across America
682297,2019-01-17,Politico Magazine,The Horror of Trump’s Wounded Knee Tweet
682414,2019-01-17,PowerLine,Whither the State of the Union?
682415,2019-01-17,PowerLine,Trump’s letter to Pelosi
682416,2019-01-17,PowerLine,Loose Ends (63)
682628,2019-01-17,PowerLine,Shocker:  Media won’t cover Democratic race like it covered Republican race four years ago
682629,2019-01-17,PowerLine,A word from Bret Stephens
682722,2019-01-17,Politico Magazine,Rudy Giuliani Is Not Doing His Best Work These Days
682747,2019-01-17,PowerLine,"The Power Line Show, Ep. 106: Equality and Its Discontents"
682835,2019-01-18,PowerLine,"Kamala Harris, “regressive” prosecutor?"
682983,2019-01-18,Politico Magazine,‘We Call Ourselves the Badasses’: Meet the New Women of Congress
683154,2019-01-18,PowerLine,She knew she was right
683155,2019-01-18,PowerLine,Thoughts from the ammo line
683439,2019-01-18,PowerLine,Rabbis Protest Omar Appointment to Foreign Relations
683496,2019-01-18,PowerLine,Trump balances need to sanction Russia and desire to please allies
683732,2019-01-18,PowerLine,Talking about the ominous Omar
683733,2019-01-18,PowerLine,What’s Lindsey Graham up to?
683755,2019-01-18,PowerLine,It’s Open War on Christianity
684014,2019-01-19,PowerLine,"BuzzFeed, buzz off"
684016,2019-01-19,PowerLine,What we have learned so far (7)
684018,2019-01-19,PowerLine,The Week in Pictures: House of Carbs Edition
684027,2019-01-19,PowerLine,"Useful idiots, Kristof edition"
684140,2019-01-19,Politico Magazine,Week 87: Did BuzzFeed Drop a Bombshell or Just Bomb?
684231,2019-01-19,PowerLine,"Rob Woutat, RIP"
684303,2019-01-19,PowerLine,A tale of two letters
684421,2019-01-19,PowerLine,The President’s Immigration Olive Branch
684529,2019-01-19,PowerLine,Trump takes “no” for an answer
684530,2019-01-19,PowerLine,"Nathan Glazer, RIP"
684531,2019-01-20,PowerLine,It’s time for the Senate GOP to go nuclear
684784,2019-01-20,PowerLine,The Star Tribune chides Omar
684785,2019-01-20,PowerLine,Sunday morning coming down
684786,2019-01-20,Politico Magazine,"When Impeachment Works, and When It Doesn’t"
684787,2019-01-20,Politico Magazine,"I’m Safe, But Not Yet Free"
684788,2019-01-20,Politico Magazine,"Tengo Seguridad, Pero No Libertad"
685034,2019-01-20,PowerLine,What’s News?
685056,2019-01-20,PowerLine,Politics Comes to High School Basketball
685179,2019-01-20,PowerLine,The Area Bombing of President Trump
685180,2019-01-20,PowerLine,"Nathan Glazer, neoconservatism, and the new left"
685200,2019-01-21,PowerLine,"Stay home, Larry Hogan"
685361,2019-01-21,PowerLine,The prophetic voice
685504,2019-01-21,Politico Magazine,Why 2019 Could Be Marijuana’s Biggest Year Yet
685505,2019-01-21,Politico Magazine,The Humiliating Handshake and the Near-Fistfight that Broke the Democratic Party
685528,2019-01-21,PowerLine,AP stickin’ with the story
685529,2019-01-21,PowerLine,Why Scientists Are Distrusted
685590,2019-01-21,PowerLine,“Deep Dive” on Universities
685775,2019-01-21,PowerLine,"Orwellianism, privatized"
685847,2019-01-21,PowerLine,Global Warming: The Big Picture
685935,2019-01-21,PowerLine,What’s in a name
685936,2019-01-21,PowerLine,Sue the Bastards! [Updated]
686137,2019-01-22,PowerLine,Scott Gillespie: Opining on Ilhan Omar
686285,2019-01-22,Politico Magazine,How to Prevent the Next Election Disaster
686416,2019-01-22,PowerLine,Covington Catholic Update
686417,2019-01-22,PowerLine,Racist black nationalism and the Covington controversy
686454,2019-01-22,PowerLine,Scoop:  Kamala Harris backs “unity” and “the people”
686606,2019-01-22,Politico Magazine,I Know the Truth About the Covington Catholic Controversy
686723,2019-01-22,PowerLine,Supreme Court continues to duck key LGBT cases
686943,2019-01-23,PowerLine,This Week @ Yale: Equality Uber Alles!
686944,2019-01-23,PowerLine,A Pattern Emerges
687239,2019-01-23,Politico Magazine,Why There’s No Liberal Federalist Society
687267,2019-01-23,PowerLine,The Last Word on the Gillette Fiasco
687268,2019-01-23,PowerLine,An open letter to Scott Gillespie
687683,2019-01-23,PowerLine,Four for the Hall of Fame
687685,2019-01-23,PowerLine,"Trump: Here I Come, Ready Or Not! [Updated]"
687862,2019-01-23,PowerLine,Haters Won’t Stop With the Jews
687863,2019-01-23,PowerLine,Settled Science: Liberals More Closed-Minded and Intolerant Than Conservatives
687937,2019-01-24,PowerLine,Trump renominates 51 judges
687938,2019-01-24,PowerLine,"Hasta la Vista, Socialism?"
688297,2019-01-24,Politico Magazine,How Chicago’s ‘J-school of the Streets’ Is Reinventing Local News
688298,2019-01-24,Politico Magazine,‘Accountability Is a Form of Love’
688299,2019-01-24,Politico Magazine,‘Ruthless’: How Kamala Harris Won Her First Race
688452,2019-01-24,PowerLine,A battle the Trump administration should relish
688657,2019-01-24,PowerLine,"The Power Line Show, Ep. 107: Is “New Originalism” an Oxymoron?"
688775,2019-01-24,PowerLine,Petition to Censure Ilhan Omar
688787,2019-01-24,Politico Magazine,Trump and Ocasio-Cortez Are the Future of News
688957,2019-01-24,PowerLine,"Jared Kushner, ace negotiator or nonentity?"
688958,2019-01-24,PowerLine,"U.S., Russia Back Competing Venezuelans"
688959,2019-01-24,PowerLine,Dems Block Move to Pay Federal Workers
689269,2019-01-25,PowerLine,Uncovering Omar
689270,2019-01-25,PowerLine,Inside the Mueller probe
689271,2019-01-25,PowerLine,Thoughts from the ammo line
689442,2019-01-25,Politico Magazine,How Grief Became Joe Biden’s ‘Superpower’
689443,2019-01-25,Politico Magazine,Roger Stone’s Last Dirty Trick
689596,2019-01-25,PowerLine,The Hypocrisy of Multiculturalism
689722,2019-01-25,Politico Magazine,Why Did Trump Take So Long to Fold on the Shutdown?
689800,2019-01-25,Politico Magazine,Roger Stone and ‘Ratf—ing’: A Short History
689811,2019-01-25,PowerLine,"Roger Stone’s Arrest: What’s Scandalous, and What Isn’t"
689812,2019-01-25,PowerLine,"Shutdown, We Hardly Noticed Ye"
689813,2019-01-25,PowerLine,Trump agrees to reopen government for three weeks
689814,2019-01-25,PowerLine,Did Trump Cave?
689996,2019-01-25,PowerLine,"She’s Nuts on Venezuela, Too"
690026,2019-01-26,PowerLine,Is Bernie Sanders the Dems’ great white hope?
690217,2019-01-26,PowerLine,The Week in Pictures: Epidemic Fakery Edition
690279,2019-01-26,Politico Magazine,Week 88: Did Stone’s Indictment Finally Tie Trump’s Campaign to Russia?
690362,2019-01-26,PowerLine,A Peak Moment In the History of the Internet
690363,2019-01-26,PowerLine,More Mueller madness
690673,2019-01-26,PowerLine,The War On Christians (Cont.)
690745,2019-01-26,PowerLine,Greek parliament approves massively unpopular “Macedonia” deal
690746,2019-01-26,PowerLine,Beauty and the Beast
690760,2019-01-27,PowerLine,Gay authoritarianism
691040,2019-01-27,PowerLine,Imagine
691041,2019-01-27,PowerLine,The Telegraph’s apology
691155,2019-01-27,Politico Magazine,The New Language of Climate Change
691156,2019-01-27,Politico Magazine,The Foolish Quest to Be the Next Barack Obama
691157,2019-01-27,Politico Magazine,Davos Elites Fear They're on a Toboggan Ride to Hell
691317,2019-01-27,PowerLine,(Let’s hear it for) Pompeo at the UN
691318,2019-01-27,PowerLine,Liberal Hate Turned to 11
691319,2019-01-27,PowerLine,What Has Happened to the Left?
691486,2019-01-27,PowerLine,A Howard Schultz independent run for president?
691487,2019-01-27,PowerLine,Holocaust Remembrance Day
691572,2019-01-28,PowerLine,Van Jones and the Koch machine
691749,2019-01-28,Politico Magazine,‘Mean as a Snake’: When President Trump Met the Real Mitch McConnell
691776,2019-01-28,PowerLine,Why is this woman laughing?
691777,2019-01-28,PowerLine,“They need to start with themselves”
692049,2019-01-28,PowerLine,Regarding Harris
692050,2019-01-28,PowerLine,How did Kamala Harris get ahead?
692051,2019-01-28,PowerLine,Loose Ends (64)
692052,2019-01-28,PowerLine,Media Alert
692053,2019-01-28,PowerLine,Regarding Willie Brown
692054,2019-01-28,PowerLine,"Koch won’t support Trump in 2020, but influences his administration through Kushner"
692365,2019-01-28,PowerLine,Shutdown politics
692368,2019-01-28,PowerLine,"The Disaster That Is Venezuela, on Fox Business"
692369,2019-01-28,PowerLine,Learn to Code?
692841,2019-01-29,Politico Magazine,Howard Schultz’s Venti-Size Disaster
692842,2019-01-29,Politico Magazine,Watergate Created Roger Stone. Trump Completed Him.
692868,2019-01-29,PowerLine,Brennan brays again
692869,2019-01-29,PowerLine,Harley Feldman speaks
692873,2019-01-29,PowerLine,Loose Ends (65)
692886,2019-01-29,Politico Magazine,Trump Is Right About Venezuela
693191,2019-01-29,PowerLine,"Howard Schultz’s candidacy, a different take"
693192,2019-01-29,PowerLine,"The Power Line Show, Ep. 108: Touring Hot Spots—Venezuela and Iran"
693193,2019-01-29,PowerLine,Kamala Harris:  You can’t keep your health insurance even if you like it
693197,2019-01-29,PowerLine,Liberal Social Darwinism In Action
693439,2019-01-29,PowerLine,It’s Too Cold For the Post Office
693440,2019-01-29,PowerLine,The Left Strikes Where It Hurts–Debate
693441,2019-01-30,PowerLine,Why is the White House working with Feinstein and Harris on selecting judges?
693911,2019-01-30,PowerLine,Clapper at large
693912,2019-01-30,PowerLine,Mysteries of the Mueller probe
693913,2019-01-30,PowerLine,"Mysteries of the Mueller probe, cont’d"
694231,2019-01-30,PowerLine,The Ultimate Bernie Bro Appears to be a “Comrade”
694232,2019-01-30,PowerLine,U.S. moves towards exit from Afghanistan
694451,2019-01-30,PowerLine,"Amazingly, Economy Didn’t Care About “Shutdown”"
694452,2019-01-30,PowerLine,It Isn’t Only Omar
694542,2019-01-31,PowerLine,Howard Schultz takes the middle ground on health care
694543,2019-01-31,PowerLine,Trump stiffs Feinstein and Harris on judges. . .mostly
694920,2019-01-31,PowerLine,The panic of 2019
694921,2019-01-31,PowerLine,"Ilhan Omar: Why I hate Israel, cont’d"
694922,2019-01-31,PowerLine,"Mysteries of the Mueller probe, cont’d"
694923,2019-01-31,Politico Magazine,Why It’s a Mistake to Dismiss Ocasio-Cortez as ‘Radical’
695251,2019-01-31,PowerLine,Regarding Schultz
695252,2019-01-31,PowerLine,Will the DOJ investigate the Epstein-Acosta plea deal?  It’s up to the Senate
695253,2019-01-31,Politico Magazine,How Kamala Harris Won the Rollout Primary
695254,2019-01-31,PowerLine,Max Boot’s less than compelling case for staying in Afghanistan
695504,2019-01-31,PowerLine,"Why “Green” Energy Is Futile, In One Lesson"
695514,2019-02-01,PowerLine,The war on standards:  NIH edition
695738,2019-02-01,Politico Magazine,Kamala Harris’ Crusade Against ‘Revenge Porn’
695807,2019-02-01,Politico Magazine,How the Presidency Became a Billionaire’s Ultimate Prize
695839,2019-02-01,PowerLine,The Dems’ death cult
695840,2019-02-01,PowerLine,Spartacus jumps in
695841,2019-02-01,PowerLine,Thoughts from the ammo line
696131,2019-02-01,Politico Magazine,Is Cory Booker for Real?
696241,2019-02-01,PowerLine,What it’s like to apply to Ivy League schools in the era of affirmative discrimination
696281,2019-02-01,PowerLine,Breaking: Northam Heading South? (Updated)
696300,2019-02-01,Politico Magazine,The U.S. and Russia Are Sleepwalking Toward Nuclear Disaster
696302,2019-02-01,Politico Magazine,How Mar-a-Lago Taught Trump to Play Politics
696422,2019-02-01,PowerLine,Let the healing begin
696423,2019-02-01,PowerLine,“Coonman”?
696424,2019-02-01,PowerLine,McClatchy Circling the Drain?
696507,2019-02-02,PowerLine,Cory Booker — Spartacus and proud of it
696710,2019-02-02,PowerLine,The Week in Pictures: Polar Vortex Edition
696757,2019-02-02,Politico Magazine,Chance the Rapper Bids to Become a Chicago Kingmaker
696962,2019-02-02,PowerLine,"Mystery solved, Schiff & CNN hardest hit"
696963,2019-02-02,PowerLine,To the attention of Ilhan Omar
696964,2019-02-02,PowerLine,Yester ghoul And today
696965,2019-02-02,PowerLine,Is Bill Maher a Racist?
697150,2019-02-02,PowerLine,"Northam, the Video"
697151,2019-02-02,PowerLine,A man for all seasons
697193,2019-02-03,PowerLine,Newseum to close its doors
697194,2019-02-03,PowerLine,Virginia’s inconvenient governor
697399,2019-02-03,PowerLine,Our Calhoun moment
697401,2019-02-03,PowerLine,In the busy world of crazy
697448,2019-02-03,Politico Magazine,Deborah Gist Used to Fight Teachers Unions. Now She’s Marching With Them.
697449,2019-02-03,Politico Magazine,Why We Invited the Pope to the Arabian Peninsula
697559,2019-02-03,PowerLine,"The Trump boom, cont’d"
697680,2019-02-03,PowerLine,Woke Bowl?
697681,2019-02-03,PowerLine,Why Democrats Will Oust Gov. Northam
697682,2019-02-03,PowerLine,"The Power Line Show, Ep. 109: Lucretia, Unplugged!"
697850,2019-02-04,PowerLine,Youth movement?
697851,2019-02-04,PowerLine,"Kamala Harris:  “Simply American,” but so much more"
698120,2019-02-04,Politico Magazine,John Bolton Is Living His Dream
698121,2019-02-04,Politico Magazine,‘There Is Going to Be a War Within the Party. We Are Going to Lean Into It.'
698239,2019-02-04,PowerLine,A Sandmann lawsuit preview
698241,2019-02-04,PowerLine,The best thing…
698282,2019-02-04,PowerLine,Monday Morning in Pictures: Super Bowl Mini-Edition
698283,2019-02-04,PowerLine,Northam: Once More With Feeling
698284,2019-02-04,PowerLine,Understanding Trump voters shouldn’t be too tough for the media
698740,2019-02-04,PowerLine,Dems Near Meltdown in Virginia
698741,2019-02-04,PowerLine,Ilhan Omar: Terrorist Attacks Are Our Fault!
698742,2019-02-04,PowerLine,Loose Ends (66)
698743,2019-02-04,PowerLine,"Literary Outrages, With Pushback From the Sane"
698963,2019-02-05,PowerLine,The #MeToo allegation against Justin Fairfax
698964,2019-02-05,PowerLine,"Kamala Harris, abortion absolutist"
699182,2019-02-05,PowerLine,DNA testing and college admission
699183,2019-02-05,PowerLine,Tom Cotton on the drug war
699184,2019-02-05,PowerLine,The truth in 15 minutes
699268,2019-02-05,Politico Magazine,Jeff Bezos’ Super Bowl Fumble
699269,2019-02-05,Politico Magazine,How Trump Can Start Over
699612,2019-02-05,PowerLine,The Week @ Yale: The Eternal Return of Socialism
699910,2019-02-05,PowerLine,Democrats Embarrass Themselves
699911,2019-02-05,PowerLine,The Epic Fraud of Elizabeth Warren
699912,2019-02-05,PowerLine,Nancy Pelosi’s Theological Illiteracy
699946,2019-02-06,PowerLine,Spartacus flops again
700149,2019-02-06,PowerLine,The State of the Union was good
700355,2019-02-06,PowerLine,The Booker Doctrine (& proviso)
700560,2019-02-06,Politico Magazine,How Howard Schultz Created a Personality Cult at Starbucks
700581,2019-02-06,PowerLine,Virginia’s attorney general admits to wearing black face
700582,2019-02-06,PowerLine,Ocasio-Cortez takes Trump’s attack on socialism personally
700583,2019-02-06,PowerLine,Coach Pelosi
700584,2019-02-06,PowerLine,SOTU Was a Hit
700642,2019-02-06,PowerLine,Media Alert
700889,2019-02-06,Politico Magazine,Trump’s Love-Hate Relationship With World War II
700916,2019-02-06,PowerLine,Justin Fairfax’s accuser speaks
701331,2019-02-07,PowerLine,Booker’s row with Rao
701436,2019-02-07,PowerLine,Facebook PC Censorship Rolls On
701438,2019-02-07,PowerLine,Glenn Reynolds: To the editors
701440,2019-02-07,PowerLine,Trump v. Coats et al.
701505,2019-02-07,Politico Magazine,How Society Uses Politics to Decide What’s Racist
701507,2019-02-07,Politico Magazine,Week 89: The Russians Meddle and the Trumps Soft Pedal
701622,2019-02-07,Politico Magazine,How to Break the Shutdown Fever
701663,2019-02-07,PowerLine,DOJ opens probe of Acosta’s deal with Jeffrey Epstein
701664,2019-02-07,PowerLine,Reading Tea Leaves on the Economy
701696,2019-02-07,PowerLine,The Green New Deal and Gerundive Government
701964,2019-02-07,Politico Magazine,The Impossible Green Dream of Alexandria Ocasio-Cortez
701965,2019-02-07,Politico Magazine,‘I Don’t Have the Answer’: Spike Lee on Race in Trump’s America
701986,2019-02-07,PowerLine,The Ash Heap of History
701987,2019-02-07,PowerLine,With Howie Carr on Elizabeth Warren and the State of the Union
702192,2019-02-08,PowerLine,"Frank Robinson, RIP"
702354,2019-02-08,Politico Magazine,How Howard Schultz Left a Bitter Taste in Seattle’s Mouth
702394,2019-02-08,PowerLine,MS. found in a memory hole
702395,2019-02-08,PowerLine,Thoughts from the ammo line
702424,2019-02-08,PowerLine,Omar (de)rides again
702758,2019-02-08,PowerLine,"“Cold War,” best Cold War movie ever?"
702770,2019-02-08,PowerLine,Green New Deal: Massive or not massive?
702856,2019-02-08,Politico Magazine,You’re Living in the America John Dingell Made
702858,2019-02-08,Politico Magazine,Jeff Bezos Can Sue the Pants Off the National Enquirer
703039,2019-02-08,PowerLine,Power Line Goes to Washington
703040,2019-02-08,PowerLine,"Two Stories, Humorously United"
703041,2019-02-08,PowerLine,"Second Justin Fairfax accuser comes forward, alleges rape"
703224,2019-02-09,PowerLine,"Mysteries of the Mueller probe, cont’d"
703225,2019-02-09,PowerLine,The Week in Pictures: State of the Union Edition
703284,2019-02-09,Politico Magazine,"Virginia, a Dignified Disaster"
703285,2019-02-09,Politico Magazine,Is America Ready for a Single President?
703394,2019-02-09,PowerLine,Open Season on the Rich
703395,2019-02-09,PowerLine,Electric Vehicles? Don’t Get ‘Em Cold!
703396,2019-02-09,PowerLine,Klobuchar kicks off
703421,2019-02-09,PowerLine,The Virginia Dem Meltdown Continues
703591,2019-02-09,PowerLine,A Pedophile On the Reservation
703671,2019-02-09,PowerLine,Judge Ho crushes it
703714,2019-02-10,PowerLine,Virginians profit from blackface scandal
703880,2019-02-10,PowerLine,"“Death to America,” he explained"
704128,2019-02-10,PowerLine,"William Barr, from unanimous Democratic support to none"
704261,2019-02-10,PowerLine,"The Power Line Show, Ep. 110: After the Flight 93 Election"
704262,2019-02-10,PowerLine,Klobuchar Joins the Race
704277,2019-02-10,PowerLine,Don’t sleep on “Spartacus”
704278,2019-02-10,PowerLine,Northam on “Indentured Servants”
704535,2019-02-11,Politico Magazine,From Divorce to Blackface: A Short History of Political Taboos
705054,2019-02-11,PowerLine,Did Cory Booker flip Grassley on sentencing reform?
705055,2019-02-11,PowerLine,Phonies on parade
705291,2019-02-11,PowerLine,Is Global Warming Theory Scientific?
705488,2019-02-12,PowerLine,Such a deal
705697,2019-02-12,PowerLine,The apology this time (4)
705698,2019-02-12,PowerLine,The apology this time (3)
705699,2019-02-12,PowerLine,Remembering Mr. Lincoln
705908,2019-02-12,PowerLine,The Laffer Curve of the Left?
705909,2019-02-12,PowerLine,Trump considering moving funds around to build wall
705910,2019-02-12,PowerLine,Showdown in El Paso
705950,2019-02-12,Politico Magazine,How to Choose the Most Electable Democrat in 2020
705989,2019-02-12,Politico Magazine,What Trump Gets Right—and Wrong—About Defeating ISIS
706038,2019-02-12,PowerLine,Lincoln’s Birthday in Pictures
706039,2019-02-12,PowerLine,The Trouble With Solar
706238,2019-02-12,PowerLine,A Good Night to Watch PBS
706239,2019-02-12,PowerLine,Trump reacts to border deal
706240,2019-02-12,PowerLine,The apology this time (6)
706241,2019-02-12,PowerLine,The apology this time (5)
706323,2019-02-12,Politico Magazine,Why Elizabeth Warren Needs to Give 'The Speech'
706347,2019-02-12,PowerLine,"Fake News: If the Shoe Fits, Wear It"
706462,2019-02-13,PowerLine,"Promoting intellectual diversity on campus, a legislative proposal"
706827,2019-02-13,PowerLine,This just in: No collusion
706828,2019-02-13,PowerLine,The apology this time: Finale
706859,2019-02-13,PowerLine,The Yearbook Purges Begin
706860,2019-02-13,PowerLine,"Gordon Banks, RIP"
706861,2019-02-13,PowerLine,Amy Klobuchar does Special Report
706878,2019-02-13,Politico Magazine,Trump’s Trade Warrior Takes the Fight to Beijing
706879,2019-02-13,Politico Magazine,The Dark History of Anti-Gay Innuendo
706880,2019-02-13,Politico Magazine,What’s the National Enquirer So Afraid Of?
707174,2019-02-13,PowerLine,“Hot stove league” gives way to spring training
707175,2019-02-13,PowerLine,Loose Ends (67)
707176,2019-02-13,PowerLine,McConnell on Green New Deal:  Let’s vote
707202,2019-02-13,PowerLine,Ilhan Omar in action: A sickening disgrace
707361,2019-02-13,PowerLine,"Law Enforcement: Usually Great, But Sometimes Awful"
707497,2019-02-14,Politico Magazine,"A Year After Parkland, a Family Searches for Closure"
707498,2019-02-14,Politico Magazine,The Hidden Sexism Behind the Amy Klobuchar Reports
707499,2019-02-14,Politico Magazine,Gavin Newsom’s High-Speed Gift to Republicans
707885,2019-02-14,PowerLine,A message to Ilhan Omar
708196,2019-02-14,PowerLine,Eight Days In May
708197,2019-02-14,PowerLine,Explicating Ilhan Omar [With Comment by John]
708218,2019-02-14,PowerLine,Taking on Tucker
708219,2019-02-14,PowerLine,Joni Ernst and the borking of Neomi Rao
708494,2019-02-14,PowerLine,"Civil War on the Left, Ch. 65: It’s an Amazon Out There!"
708495,2019-02-14,PowerLine,"Dems fill border “compromise” with landmines, GOP doesn’t notice (or doesn’t care)"
708496,2019-02-14,PowerLine,Senate confirms William Barr
708635,2019-02-14,Politico Magazine,Trump’s National Emergency Is Great News for Future President Alexandria Ocasio-Cortez
708738,2019-02-15,PowerLine,I Told You So!
708739,2019-02-15,PowerLine,The funding bill: how the Senate voted
708740,2019-02-15,PowerLine,Trump will declare emergency to fund wall
708794,2019-02-15,Politico Magazine,The Most Important New Woman in Congress Is Not Who You Think
708915,2019-02-15,PowerLine,Showdown in El Paso: A footnote
708916,2019-02-15,PowerLine,Thoughts from the ammo line
708917,2019-02-15,PowerLine,Acosta DOL doubles down on spurious suit against Oracle
708918,2019-02-15,PowerLine,If you get your news from the Star Tribune
708919,2019-02-15,PowerLine,The Klobuchar Kriterion
709071,2019-02-15,Politico Magazine,Can Trump Spin a Wall From Nothing?
709072,2019-02-15,Politico Magazine,Liberal Activists Didn’t Kill the Amazon Deal. Robert Moses Did.
709220,2019-02-15,PowerLine,"The Power Line Show, Ep. 110: C.S. Lewis on Politics and the Natural Law"
709381,2019-02-15,Politico Magazine,Why Trump’s Going to Win on the National Emergency
709382,2019-02-15,Politico Magazine,Dems Won This Fight On the Border. What About the Next One?
709479,2019-02-15,PowerLine,Did Trump give away his claim of a national emergency?
709480,2019-02-15,PowerLine,Media alert
709499,2019-02-15,PowerLine,How Dumb Is Ocasio-Cortez?
709596,2019-02-16,PowerLine,Venezuela Goes Domestic
709693,2019-02-16,PowerLine,Steven Rattner concurs
